x,y,tag
125.0,45.0,0.4482910633087158
66.0,51.0,0.35164904594421387
138.0,77.0,0.4890170395374298
55.0,93.0,0.2322261780500412
144.0,102.0,0.4270399510860443
66.0,113.0,0.23222462832927704
116.0,112.0,0.36112701892852783
91.0,114.0,0.4237123429775238
94.0,38.0,0.4349423944950104
