timestamp,x,y,tag
11/06/2023 18:32:12.901870,133.0,10.0,0.631985068321228
11/06/2023 18:32:12.901870,144.0,113.0,0.5095087289810181
11/06/2023 18:32:12.901870,222.0,68.0,0.6453022360801697
11/06/2023 18:32:12.901870,189.0,110.0,0.6913304328918457
11/06/2023 18:32:12.901870,134.0,58.0,0.5065250396728516
11/06/2023 18:32:12.901870,130.0,4.0,0.7485567331314087
11/06/2023 18:32:12.901870,109.0,30.0,0.5360902547836304
11/06/2023 18:32:12.901870,141.0,46.0,0.4812344014644623
11/06/2023 18:32:12.901870,167.0,5.0,0.5391042232513428
11/06/2023 18:32:12.901870,64.0,212.0,0.007378744892776012
11/06/2023 18:32:12.901870,117.0,61.0,0.3999226987361908
11/06/2023 18:32:12.901870,215.0,74.0,0.2036932110786438
11/06/2023 18:32:12.901870,153.0,89.0,0.3763500452041626
11/06/2023 18:32:12.901870,129.0,81.0,0.5758193135261536
11/06/2023 18:32:12.901870,66.0,58.0,0.20927847921848297
11/06/2023 18:32:12.901870,129.0,70.0,0.5616797804832458
11/06/2023 18:32:12.901870,130.0,50.0,0.6842986941337585
11/06/2023 18:32:12.901870,107.0,149.0,0.4213368594646454
11/06/2023 18:32:12.901870,107.0,141.0,0.395478218793869
11/06/2023 18:32:12.901870,129.0,18.0,0.7535462379455566
11/06/2023 18:32:12.901870,93.0,31.0,0.5185325741767883
11/06/2023 18:32:12.901870,75.0,18.0,0.39079558849334717
11/06/2023 18:32:12.901870,109.0,43.0,0.579558789730072
11/06/2023 18:32:12.901870,218.0,74.0,0.37073609232902527
11/06/2023 18:32:12.901870,109.0,28.0,0.41417282819747925
11/06/2023 18:32:12.901870,206.0,90.0,0.36892151832580566
11/06/2023 18:32:12.901870,66.0,58.0,0.06363622844219208
11/06/2023 18:32:12.901870,192.0,8.0,0.584060549736023
11/06/2023 18:32:12.901870,64.0,59.0,0.20561552047729492
11/06/2023 18:32:12.901870,100.0,32.0,0.5057850480079651
11/06/2023 18:32:12.901870,117.0,61.0,0.5478973388671875
11/06/2023 18:32:12.901870,141.0,90.0,0.49155694246292114
11/06/2023 18:32:12.901870,134.0,50.0,0.5088230967521667
11/06/2023 18:32:12.901870,200.0,90.0,0.25782299041748047
11/06/2023 18:32:12.901870,213.0,70.0,0.4111310541629791
11/06/2023 18:32:12.901870,125.0,110.0,0.4535928964614868
11/06/2023 18:32:12.901870,136.0,67.0,0.30973222851753235
11/06/2023 18:32:12.901870,113.0,103.0,0.5149555802345276
11/06/2023 18:32:12.901870,146.0,90.0,0.32800307869911194
11/06/2023 18:32:12.901870,130.0,29.0,0.7033858299255371
11/06/2023 18:32:12.901870,105.0,70.0,0.39691346883773804
11/06/2023 18:32:12.901870,193.0,94.0,0.3603212833404541
11/06/2023 18:32:12.901870,108.0,132.0,0.3550523519515991
11/06/2023 18:32:12.901870,157.0,95.0,0.30563947558403015
11/06/2023 18:32:12.901870,162.0,93.0,0.3958917260169983
11/06/2023 18:32:12.901870,108.0,131.0,0.38903453946113586
11/06/2023 18:32:12.901870,134.0,85.0,0.4496386647224426
01/01/1970 01:00:00,,,
01/01/1970 01:00:00,,,
11/06/2023 18:32:12.901870,218.0,73.0,0.6385295987129211
11/06/2023 18:32:12.901870,148.0,89.0,0.2866535186767578
11/06/2023 18:32:12.901870,173.0,89.0,0.497928261756897
11/06/2023 18:32:12.901870,173.0,90.0,0.5404646992683411
11/06/2023 18:32:12.901870,105.0,43.0,0.4572407007217407
11/06/2023 18:32:12.901870,197.0,89.0,0.6342111229896545
11/06/2023 18:32:12.901870,111.0,23.0,0.5490849018096924
11/06/2023 18:32:12.901870,222.0,74.0,0.8396172523498535
11/06/2023 18:32:12.901870,108.0,50.0,0.43352463841438293
11/06/2023 18:32:12.901870,115.0,0.0,0.564542293548584
11/06/2023 18:32:12.901870,145.0,0.0,0.6503870487213135
11/06/2023 18:32:12.901870,122.0,195.0,0.4009525775909424
11/06/2023 18:32:13.218875,177.0,147.0,0.5845553278923035
11/06/2023 18:32:13.218875,180.0,110.0,0.5461305379867554
11/06/2023 18:32:13.218875,69.0,118.0,0.09231802821159363
11/06/2023 18:32:13.218875,153.0,163.0,0.4370897114276886
11/06/2023 18:32:13.218875,126.0,170.0,0.5233484506607056
11/06/2023 18:32:13.218875,76.0,118.0,0.20642906427383423
11/06/2023 18:32:13.218875,110.0,157.0,0.41046398878097534
11/06/2023 18:32:13.218875,143.0,170.0,0.5169205665588379
11/06/2023 18:32:13.218875,181.0,146.0,0.614935576915741
11/06/2023 18:32:13.218875,158.0,185.0,0.3895699679851532
11/06/2023 18:32:13.218875,69.0,154.0,0.2601681649684906
11/06/2023 18:32:13.218875,154.0,218.0,0.49567627906799316
11/06/2023 18:32:13.218875,172.0,166.0,0.5739896297454834
11/06/2023 18:32:13.218875,113.0,175.0,0.3903091847896576
11/06/2023 18:32:13.218875,162.0,186.0,0.4118437170982361
11/06/2023 18:32:13.218875,105.0,173.0,0.45882648229599
11/06/2023 18:32:13.218875,170.0,166.0,0.6205350160598755
11/06/2023 18:32:13.218875,221.0,197.0,0.5930328965187073
01/01/1970 01:00:00,,,
01/01/1970 01:00:00,,,
11/06/2023 18:32:13.218875,152.0,213.0,0.41109463572502136
01/01/1970 01:00:00,,,
01/01/1970 01:00:00,,,
11/06/2023 18:32:13.218875,114.0,73.0,0.18022313714027405
11/06/2023 18:32:13.218875,178.0,144.0,0.6404719352722168
11/06/2023 18:32:13.218875,141.0,164.0,0.43839597702026367
11/06/2023 18:32:13.218875,158.0,139.0,0.47590452432632446
11/06/2023 18:32:13.218875,130.0,143.0,0.3800521194934845
11/06/2023 18:32:13.218875,97.0,94.0,0.1336786150932312
11/06/2023 18:32:13.532881,70.0,114.0,0.08636482059955597
11/06/2023 18:32:13.532881,189.0,119.0,0.5939117670059204
11/06/2023 18:32:13.532881,167.0,153.0,0.5402007699012756
11/06/2023 18:32:13.532881,174.0,111.0,0.4939422905445099
11/06/2023 18:32:13.532881,148.0,155.0,0.39725956320762634
